# Armlänge=13.7cm
# Armdurchmesser=1.3cm
# Kopfdurchmesser=3.0cm
# Torsodurchmesser=4.0cm
# Torsolänge=10.0cm
# Beinlänge=14.5cm
# Beindurchmesser=1.5cm
# Masse(mit Stange)=168.0g
# phi=20°
# 5T[s]
1.93
1.95
1.93
1.75
1.72
1.76
1.95
1.83
1.95
1.83
1.95
1.72
