# s[mikros], f1[Hz], I1[100V^2/s],, f2[Hz], I2[100V^2/s]
12.5, 340, 60, 260, 45
13.0, 400, 130, 140, 100
13.5, 480, 230, 330, 160
14.0, 550, 260, 365, 210
14.5, 610, 310, 395, 260
15.0, 680, 360, 415, 300
15.5, 690, 380, 420, 300
16.0, 700, 420, 400, 350
16.5, 630, 490, 355, 380
17.0, 540, 480, 310, 400
17.5, 460, 390, 270, 310
18.0, 430, 250, 230, 200
18.5, 500, 160, 270, 100
19.0, 600, 100, 315, 70
19.5, 590, 110, 305, 65
