#l[cm],U_A[Volt],t_A,[second],U_R[Volt],t_R[second]
 31.1 ,  0.79,    0.3,     1.35,    12.8
 40.5 ,  0.79,    0.3,     1.36,    15.8
 80.6 ,  0.79,    0.3,     1.35,    31.2
102.1 ,  0.79,    0.3,     1.34,    39.2
121.7 ,  0.79,    0.3,     1.34,    45.4
